hw_model,launch,Code name,Fab,Transistors (million),Node,bus,clock,memory_clock,Core config_x,Fillrate MOperations/s,Fillrate MPixels/s,Fillrate MTexels/s,Fillrate MVertices/s,memory_size,memory_bandwidth,memory_bus,memory_bus_width,GFLOPS FP32,Supported API version Direct3D,Supported API version OpenGL,Clock rate Core (MHz),Clock rate Shader (MHz),Clock rate Memory (MHz),Fillrate Pixel (GP/s),Fillrate Texture (GT/s),processing power (GFLOPS)_single_precision_x,tdp,Comments,Memory configuration Size (MB),Memory configuration Bandwidth (GB/s),Memory configuration DRAM type,Memory configuration Bus width (bit),Clock rate Memory (MT/s),Release Price (USD),SM count,Supported API version Vulkan,Supported API version OpenCL,processing power (GFLOPS)_double_precision_x,Supported API version OpenCL8,Clock rate Average Boost (MHz),Clock rate Max Boost (MHz),SMX count,Clock rate Base (MHz),Clock rate Max Boost,Process_x,Transistors (billion),L2 Cache (MB)_x,Clock Speeds Base (MHz),Clock Speeds Boost (MHz),Clock Speeds Memory (MT/s),SLI support,Release price (USD) MSRP,Clock speeds Base core (MHz),Clock speeds Boost core (MHz),Clock speeds Memory (MT/s),processing power (GFLOPS)_half_precision_x,Release price (USD) Founders Edition,Clock speeds Base core clock (MHz),Clock speeds Boost core clock (MHz),processing power (GFLOPS) Tensor compute + Single precision,NVLink Support,Clock speeds Memory (GT/s),NVLink support,Release price (USD),processing power (GFLOPS) Tensor compute (FP16),Ray-tracing Performance Rays/s (Billions),Ray-tracing Performance RTX OPS/s (Trillions)_x,processing power (TFLOPS)_single_precision,processing power (TFLOPS)_double_precision,processing power (TFLOPS)_half_precision,processing power (TFLOPS) Tensor compute (FP16) (2:1 sparse),Ray-tracing Performance (TFLOPS),API support Direct3D,API support OpenGL,Supported API version OpenGL Hardware,Supported API version OpenGL Drivers (Software),Clock speed Core (MHz),Clock speed Shader (MHz),Clock speed Memory (MHz),processing power (GFLOPS),Notes,Clock speed Memory (MT/s),Supported API version CUDA,Supported API version CUDA Compute Capability,Notes (original research),Clock speed Min (MHz),Clock speed Average (MHz),Supported API version DirectX,processing power (GFLOPS)_single_precision (boost),Memory (MT/s),processing power (TFLOPS) Tensor compute (FP16)_x,Shader clock (MHz),Boost clock (MHz),Memory clock (MT),processing power (GFLOPS) Tensor compute (FP16) (sparse),Size Profile,Size Slots,Nvidia Optimustechnology,Memory Memory clock (MHz),processing power (GFLOPS) Tensor,Fillrate MTri/s,processing power (GFLOPS) Ray Tracing Performance,Deep Learning TOPS (INT8),Features Video Processing Engine (VPE),Features OpenEXR HDR,Features Scalable Link Interface (SLI),Features TurboCache,Features PureVideo WMV9 Decoding,Features Gamma-correct antialiasing,Features 64-bit OpenEXR HDR,Features Dual Link DVI,Features ScalableLinkInterface(SLI),Features 3-WaySLI,Features PureVideo HDwith VP1,"Features PureVideo 2 with VP2,BSP Engine, and AES128 Engine","Features PureVideo 3 with VP3,BSP Engine, and AES128 Engine",Features PureVideo 4 with VP4,Features Computeability,Features PureVideo 2 with VP2Engine: (BSP and 240 AES),Features PureVideo 4 with VP4 Engine,architecture,Code name(s),node,Core config_y,Bus Interface_y,L2 Cache (MB)_y,Clock speeds Basecoreclock(MHz),Clock speeds Boostcoreclock(MHz),Clock speeds Memory(MT/s),Memory Size(GB),Memory Bandwidth(GB/s),Memory Type,Memory Buswidth(bit),Fillrate Pixel(GP/s),Fillrate Texture(GT/s),processing power (GFLOPS)_single_precision_y,processing power (GFLOPS)_double_precision_y,processing power (GFLOPS)_half_precision_y,processing power (TFLOPS) Tensor compute (FP16)_y,Ray tracing Performance Rays/s(Billions),Ray-tracing Performance RTX OPS/s (Trillions)_y,Chips,Thread processors(total),shaders_cuda_cores,shaders_clock,shaders_max_clock,processing power (GFLOPS)_half_precision_tensor,cuda_compute_capability,model,codes
GeForce GT 745M,2013-04-01,GK107,28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,2048,3280,DDR3GDDR5,128,0,12,4.5,0,0,0,13.4,26.8,0,45,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,837,837,0,642.8,about 79% of Desktop GTX650,20005000,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4x GK107,4x 384,0,0,0,0,0,0,GK107
GeForce GT 750M,2013-04-01,GK107,28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,2048,3280,DDR3GDDR5,128,0,12,4.5,0,0,0,15.5,30.9,0,50,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,967,967,0,742.7,about 91% of Desktop GTX650,20005000,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4x GK107,4x 192,0,0,0,0,0,0,GK107
GeForce GT 750M,2013-04-01,GK107,28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,2048,3280,DDR3GDDR5,128,0,12,4.5,0,0,0,15.5,30.9,0,50,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,967,967,0,742.7,about 91% of Desktop GTX650,20005000,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4x GK107,4x 384,0,0,0,0,0,0,GK107
GeForce GT 755M,1995-01-01,GK107,28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,2048,86.4,GDDR5,128,0,12,4.5,0,0,0,15.7,31.4,0,50,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,1020,1020,0,783,about 93% of Desktop GTX650,5400,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4x GK107,4x 192,0,0,0,0,0,0,GK107
GeForce GT 755M,1995-01-01,GK107,28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,2048,86.4,GDDR5,128,0,12,4.5,0,0,0,15.7,31.4,0,50,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,1020,1020,0,783,about 93% of Desktop GTX650,5400,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4x GK107,4x 384,0,0,0,0,0,0,GK107
GeForce GTX 760M,2013-05-01,GK106,28,0,0,PCIe 3.0 x16,0,0,768:64:16(4 SMX),0,0,0,0,2048,64,GDDR5,128,0,12,4.5,0,0,0,10.5,42.1,0,55,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,719,719,0,1104,about 71% of Desktop GTX 650Ti,4000,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GTX 765M,2013-05-01,GK106,28,0,0,PCIe 3.0 x16,0,0,768:64:16(4 SMX),0,0,0,0,2048,64,GDDR5,128,0,12,4.5,0,0,0,13.6,54.4,0,65,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,863,863,0,1326,about 92% of Desktop GTX 650Ti,4000,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GTX 770M,2013-05-01,GK106,28,0,0,PCIe 3.0 x16,0,0,960:80:24(5 SMX),0,0,0,0,3072,96,GDDR5,192,0,12,4.5,0,0,0,19.5,64.9,0,75,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,797,797,0,1530,about 83% of Desktop GTX660,4000,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GTX 780M,2013-05-01,GK104,28,0,0,PCIe 3.0 x16,0,0,1536:128:32(8 SMX),0,0,0,0,4096,160,GDDR5,256,0,12,4.5,0,0,0,26.3,105.3,0,122,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,797,797,0,2448,about 78% of Desktop GTX770,5000,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2x GK104,2x 1536,0,0,0,0,0,0,GK104
GeForce GTX 780M,2013-05-01,GK104,28,0,0,PCIe 3.0 x16,0,0,1536:128:32(8 SMX),0,0,0,0,4096,160,GDDR5,256,0,12,4.5,0,0,0,26.3,105.3,0,122,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,797,797,0,2448,about 78% of Desktop GTX770,5000,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,4577,190.7,0,0,0,0,2× GK104,0,3072,745,?,No,3.0,0,GK104
GeForce 810M,2014-02-01,GF117,28,0,0,PCIe 2.0 x16,0,0,48:8:4,0,0,0,0,1,14.4,DDR3,64,0,12,4.5,0,0,0,2.95–3.55,5.9–7.1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,738–888,1476–1776,0,141.7–170.5,0,1800,0,2.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce 820M,2014-02-01,GF117,28,0,0,PCIe 2.0 x16,0,0,96:16:4,0,0,0,0,2,16,DDR3,64,0,12,4.5,0,0,0,2.9–3.8,11.5–15.3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,719–954,1438–1908,0,276.1–366.3,0,2000,0,2.1,115% of 620 (Fermi),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce 825M,2014-01-27,GK208,28,0,0,PCIe 3.0 x8,0,0,384:16:8(2 SMX),0,0,0,0,2,14.4,DDR3,64,0,12,4.5,0,0,0,6.8,13.6,0,33,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,850,850,0,652.8,0,1800,0,3.5,94% of 630 (Kepler),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce 830M,2014-03-12,GM108,28,0,0,PCIe 3.0 x16,0,0,256:16:8(2 SMM),0,0,0,0,2,14.4,DDR3,64,0,12,4.5,0,0,0,8.2,16.5,0,~25,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,1029,1029,0,526.8,0,1800,0,5.0,50% of 750 (Maxwell),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Maxwell,GM108(N16V-GMR1-A1),?,256:16:8:3,PCIe 3.0×4,1.0,965,993,1800(DDR3)5000(GDDR5),2.0,14.4(DDR3)40.1(GDDR5),DDR3GDDR5,64.0,(7.944),(15.89),(508.4),(15.89),—,—,—,—,0,0,0,0,0,0,0,GeForce MX110,GM108
GeForce 830M,2014-03-12,GM108,28,0,0,PCIe 3.0 x16,0,0,256:16:8(2 SMM),0,0,0,0,2,14.4,DDR3,64,0,12,4.5,0,0,0,8.2,16.5,0,~25,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,1029,1029,0,526.8,0,1800,0,5.0,50% of 750 (Maxwell),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Maxwell,GM108(N16S-GTR-A1),?,384:24:8:3,PCIe 3.0×4,1.0,1122,1242,1800(DDR3)5000(GDDR5),2.0,14.4(DDR3)40.1(GDDR5),DDR3GDDR5,64.0,(9.936),(29.81),861.7(953.9),26.93(29.81),—,—,—,—,0,0,0,0,0,0,0,GeForce MX130,GM108
GeForce 840M,2014-03-12,GM108,28,0,0,PCIe 3.0 x16,0,0,384:24:8(3 SMM),0,0,0,0,2–4,16,DDR3,64,0,12,4.5,0,0,0,8.2,24.7,0,30,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,1029,1029,0,790.3,0,2000,0,5.0,50–80% of 745 (Maxwell),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Maxwell,GM108(N16V-GMR1-A1),?,256:16:8:3,PCIe 3.0×4,1.0,965,993,1800(DDR3)5000(GDDR5),2.0,14.4(DDR3)40.1(GDDR5),DDR3GDDR5,64.0,(7.944),(15.89),(508.4),(15.89),—,—,—,—,0,0,0,0,0,0,0,GeForce MX110,GM108
GeForce 840M,2014-03-12,GM108,28,0,0,PCIe 3.0 x16,0,0,384:24:8(3 SMM),0,0,0,0,2–4,16,DDR3,64,0,12,4.5,0,0,0,8.2,24.7,0,30,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,1029,1029,0,790.3,0,2000,0,5.0,50–80% of 745 (Maxwell),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Maxwell,GM108(N16S-GTR-A1),?,384:24:8:3,PCIe 3.0×4,1.0,1122,1242,1800(DDR3)5000(GDDR5),2.0,14.4(DDR3)40.1(GDDR5),DDR3GDDR5,64.0,(9.936),(29.81),861.7(953.9),26.93(29.81),—,—,—,—,0,0,0,0,0,0,0,GeForce MX130,GM108
GeForce 845M,2015-02-07,GM108,28,0,0,PCIe 3.0 x16,0,0,384:32:16(3 SMM),0,0,0,0,2,40,GDDR5,64,0,12,4.5,0,0,0,18.8,37.6,0,33,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,1071-1150,1071-1150,0,903.2,0,5000,0,5.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Maxwell,GM108(N16V-GMR1-A1),?,256:16:8:3,PCIe 3.0×4,1.0,965,993,1800(DDR3)5000(GDDR5),2.0,14.4(DDR3)40.1(GDDR5),DDR3GDDR5,64.0,(7.944),(15.89),(508.4),(15.89),—,—,—,—,0,0,0,0,0,0,0,GeForce MX110,GM108
GeForce 845M,2015-02-07,GM108,28,0,0,PCIe 3.0 x16,0,0,384:32:16(3 SMM),0,0,0,0,2,40,GDDR5,64,0,12,4.5,0,0,0,18.8,37.6,0,33,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,1071-1150,1071-1150,0,903.2,0,5000,0,5.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Maxwell,GM108(N16S-GTR-A1),?,384:24:8:3,PCIe 3.0×4,1.0,1122,1242,1800(DDR3)5000(GDDR5),2.0,14.4(DDR3)40.1(GDDR5),DDR3GDDR5,64.0,(9.936),(29.81),861.7(953.9),26.93(29.81),—,—,—,—,0,0,0,0,0,0,0,GeForce MX130,GM108
GeForce 845M,2015-08-16,GM107,28,0,0,PCIe 3.0 x16,0,0,512:32:16(4 SMM),0,0,0,0,2,16,DDR3,64,0,12,4.5,0,0,0,13.8,27.6,0,45,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,863,863,0,883.7,0,2000,0,5.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Maxwell,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,5289,165.3,0,0,0,0,4× GM107,0,2560,1033,?,No,5.2,0,GM107
GeForce GTX 850M,2014-03-12,GM107,28,0,0,PCIe 3.0 x16,0,0,640:40:16(5 SMM),0,0,0,0,2-4,80.2,GDDR5,128,0,12,4.5,0,0,0,14.0,35.0,0,40,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,876+Boost,876+Boost,0,1121.3,0,5000,0,5.0,80% of 750Ti,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Maxwell,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,5289,165.3,0,0,0,0,4× GM107,0,2560,1033,?,No,5.2,0,GM107
GeForce GTX 850M,2014-03-12,GM107,28,0,0,PCIe 3.0 x16,0,0,640:40:16(5 SMM),0,0,0,0,2-4,32,DDR3,128,0,12,4.5,0,0,0,15.0,37.4,0,40,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,936+Boost,936+Boost,0,1198.1,0,2000,0,5.0,85% of 750Ti,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Maxwell,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,5289,165.3,0,0,0,0,4× GM107,0,2560,1033,?,No,5.2,0,GM107
GeForce GTX 860M,2014-03-12,GM107,28,0,0,PCIe 3.0 x16,0,0,640:40:16(5 SMM),0,0,0,0,2,80,GDDR5,128,0,12,4.5,0,0,0,16.5,41.2,0,40–45,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,1029–1085,1029–1085,0,1389,0,5000,0,5.0,equal to 750Ti,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Maxwell,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,5289,165.3,0,0,0,0,4× GM107,0,2560,1033,?,No,5.2,0,GM107
GeForce GTX 860M,2014-03-12,GK104,28,0,0,PCIe 3.0 x16,0,0,1152:96:16(6 SMX),0,0,0,0,4,80,GDDR5,128,0,12,4.5,0,0,0,12.8,76.5,0,75,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,797–915,797–915,0,2108,0,5000,0,3.0,similar to 660 OEM.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2x GK104,2x 1536,0,0,0,0,0,0,GK104
GeForce GTX 860M,2014-03-12,GK104,28,0,0,PCIe 3.0 x16,0,0,1152:96:16(6 SMX),0,0,0,0,4,80,GDDR5,128,0,12,4.5,0,0,0,12.8,76.5,0,75,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,797–915,797–915,0,2108,0,5000,0,3.0,similar to 660 OEM.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,4577,190.7,0,0,0,0,2× GK104,0,3072,745,?,No,3.0,0,GK104
GeForce GTX 870M,2014-03-12,GK104,28,0,0,PCIe 3.0 x16,0,0,1344:112:24(7 SMX),0,0,0,0,"3, 6",120,GDDR5,192,0,12,4.5,0,0,0,22.6,105.4,0,110,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,941–967,941–967,0,2599,0,5000,0,3.0,105% of 660Ti,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2x GK104,2x 1536,0,0,0,0,0,0,GK104
GeForce GTX 870M,2014-03-12,GK104,28,0,0,PCIe 3.0 x16,0,0,1344:112:24(7 SMX),0,0,0,0,"3, 6",120,GDDR5,192,0,12,4.5,0,0,0,22.6,105.4,0,110,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,941–967,941–967,0,2599,0,5000,0,3.0,105% of 660Ti,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,4577,190.7,0,0,0,0,2× GK104,0,3072,745,?,No,3.0,0,GK104
