hw_model,launch,Code name,Fab,Transistors (million),Node,bus,clock,memory_clock,Core config_x,Fillrate MOperations/s,Fillrate MPixels/s,Fillrate MTexels/s,Fillrate MVertices/s,memory_size,memory_bandwidth,memory_bus,memory_bus_width,GFLOPS FP32,Supported API version Direct3D,Supported API version OpenGL,Clock rate Core (MHz),Clock rate Shader (MHz),Clock rate Memory (MHz),Fillrate Pixel (GP/s),Fillrate Texture (GT/s),processing power (GFLOPS)_single_precision_x,tdp,Comments,Memory configuration Size (MB),Memory configuration Bandwidth (GB/s),Memory configuration DRAM type,Memory configuration Bus width (bit),Clock rate Memory (MT/s),Release Price (USD),SM count,Supported API version Vulkan,Supported API version OpenCL,processing power (GFLOPS)_double_precision_x,Supported API version OpenCL8,Clock rate Average Boost (MHz),Clock rate Max Boost (MHz),SMX count,Clock rate Base (MHz),Clock rate Max Boost,Process_x,Transistors (billion),L2 Cache (MB)_x,Clock Speeds Base (MHz),Clock Speeds Boost (MHz),Clock Speeds Memory (MT/s),SLI support,Release price (USD) MSRP,Clock speeds Base core (MHz),Clock speeds Boost core (MHz),Clock speeds Memory (MT/s),processing power (GFLOPS)_half_precision_x,Release price (USD) Founders Edition,Clock speeds Base core clock (MHz),Clock speeds Boost core clock (MHz),processing power (GFLOPS) Tensor compute + Single precision,NVLink Support,Clock speeds Memory (GT/s),NVLink support,Release price (USD),processing power (GFLOPS) Tensor compute (FP16),Ray-tracing Performance Rays/s (Billions),Ray-tracing Performance RTX OPS/s (Trillions)_x,processing power (TFLOPS)_single_precision,processing power (TFLOPS)_double_precision,processing power (TFLOPS)_half_precision,processing power (TFLOPS) Tensor compute (FP16) (2:1 sparse),Ray-tracing Performance (TFLOPS),API support Direct3D,API support OpenGL,Supported API version OpenGL Hardware,Supported API version OpenGL Drivers (Software),Clock speed Core (MHz),Clock speed Shader (MHz),Clock speed Memory (MHz),processing power (GFLOPS),Notes,Clock speed Memory (MT/s),Supported API version CUDA,Supported API version CUDA Compute Capability,Notes (original research),Clock speed Min (MHz),Clock speed Average (MHz),Supported API version DirectX,processing power (GFLOPS)_single_precision (boost),Memory (MT/s),processing power (TFLOPS) Tensor compute (FP16)_x,Shader clock (MHz),Boost clock (MHz),Memory clock (MT),processing power (GFLOPS) Tensor compute (FP16) (sparse),Size Profile,Size Slots,Nvidia Optimustechnology,Memory Memory clock (MHz),processing power (GFLOPS) Tensor,Fillrate MTri/s,processing power (GFLOPS) Ray Tracing Performance,Deep Learning TOPS (INT8),Features Video Processing Engine (VPE),Features OpenEXR HDR,Features Scalable Link Interface (SLI),Features TurboCache,Features PureVideo WMV9 Decoding,Features Gamma-correct antialiasing,Features 64-bit OpenEXR HDR,Features Dual Link DVI,Features ScalableLinkInterface(SLI),Features 3-WaySLI,Features PureVideo HDwith VP1,"Features PureVideo 2 with VP2,BSP Engine, and AES128 Engine","Features PureVideo 3 with VP3,BSP Engine, and AES128 Engine",Features PureVideo 4 with VP4,Features Computeability,Features PureVideo 2 with VP2Engine: (BSP and 240 AES),Features PureVideo 4 with VP4 Engine,architecture,Code name(s),node,Core config_y,Bus Interface_y,L2 Cache (MB)_y,Clock speeds Basecoreclock(MHz),Clock speeds Boostcoreclock(MHz),Clock speeds Memory(MT/s),Memory Size(GB),Memory Bandwidth(GB/s),Memory Type,Memory Buswidth(bit),Fillrate Pixel(GP/s),Fillrate Texture(GT/s),processing power (GFLOPS)_single_precision_y,processing power (GFLOPS)_double_precision_y,processing power (GFLOPS)_half_precision_y,processing power (TFLOPS) Tensor compute (FP16)_y,Ray tracing Performance Rays/s(Billions),Ray-tracing Performance RTX OPS/s (Trillions)_y,Chips,Thread processors(total),shaders_cuda_cores,shaders_clock,shaders_max_clock,processing power (GFLOPS)_half_precision_tensor,cuda_compute_capability,model,codes
GeForce GTX 580M,2011-06-28,GF114,40,0,0,PCIe 2.0 x16,0,0,384:64:32,0,0,0,0,2048,96.0,GDDR5,256,0,12,4.6,0,0,0,19.8,39.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,620,1240,3000,952.3,Similar to Desktop GTX 560 Ti,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce 610M,2011-12-01,GF119 (N13M-GE),40,0,0,PCIe 2.0 x16,0,0,48:8:4,0,0,0,0,10242048,14.4,DDR3,64,0,12,4.5,0,0,0,3.6,7.2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,900,1800,0,142.08,OEM. Rebadged GT 520MX,1800,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 620M,2012-04-01,GF117 (N13M-GS),28,0,0,PCIe 2.0 x16,0,0,96:16:4,0,0,0,0,10242048,14.428.8,DDR3,64128,0,12,4.5,0,0,0,2.5,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,625,1250,0,240,OEM. Die-Shrink GF108,1800,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 625M,2012-10-01,GF117 (N13M-GS),28,0,0,PCIe 2.0 x16,0,0,96:16:4,0,0,0,0,10242048,14.4,DDR3,64,0,12,4.5,0,0,0,2.5,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,625,1250,0,240,OEM. Die-Shrink GF108,1800,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 630M,2012-04-01,GF108 (N13P-GL)GF117,4028,0,0,PCIe 2.0 x16,0,0,96:16:4,0,0,0,0,10242048,28.832.0,DDR3GDDR5,12864,0,12,4.5,0,0,0,2.63.2,10.712.8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,660800,13201600,0,258.0307.2,GF108: OEM. Rebadged GT 540MGF117: OEM Die-Shrink GF108,18004000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 635M,2012-04-01,GF106 (N12E-GE2)GF116,40,0,0,PCIe 2.0 x16,0,0,144:24:24,0,0,0,0,20481536,28.843.2,DDR3,128192,0,12,4.5,0,0,0,16.2,16.2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,675,1350,0,289.2388.8,GF106: OEM. Rebadged GT 555MGF116: 94% of desktop GT640,1800,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 640M LE,2012-03-22,GF108GK107 (N13P-LP),4028,0,0,PCIe 2.0 x16PCIe 3.0 x16,0,0,96:16:4384:32:16(2 SMX),0,0,0,0,10242048,50.228.8,DDR3 GDDR5,128,0,12,4.5,0,0,0,38,12.216,0,3220,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,762500,1524500,0,292.6384,GF108: 94% of desktop GT630,31301800,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 640M,2012-03-22,GK107 (N13P-GS),28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,10242048,28.864.0,DDR3 GDDR5,128,0,12,4.5,0,0,0,10,20,0,32,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,625,625,0,480,59% of desktop GTX650,18004000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 645M,2012-10-01,GK107 (N13P-GS),28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,10242048,28.864.0,DDR3 GDDR5,128,0,12,4.5,0,0,0,11.36,22.72,0,32,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,710,710,0,545,67% of desktop GTX650,18004000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 650M,2012-03-22,GK107 (N13P-GT),28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,51210242048,28.864.080.0*,DDR3 GDDR5,128,0,11.2,4.5,0,0,0,11.913.414.4*,23.826.728.8*,0,45,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,745835900*,835950900*,0,572.2641.3691.2*,79% of desktop GTX650,180040005000*,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GTX 660M,2012-03-22,GK107 (N13E-GE),28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,2048,80.0,GDDR5,128,0,11.2,4.5,0,0,0,15.2,30.4,0,50,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,835,950,0,729.6,79% of desktop GTX650,5000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GTX 670M,2012-04-01,GF114 (N13E-GS1-LP),40,0,0,PCIe 2.0 x16,0,0,336:56:24,0,0,0,0,15363072,72.0,GDDR5,192,0,12,4.5,0,0,0,14.35,33.5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,620,1240,0,833,73% of desktop GTX 560,3000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GTX 670MX,2012-10-01,GK104 (N13E-GR),28,0,0,PCIe 3.0 x16,0,0,960:80:24(5 SMX),0,0,0,0,15363072,67.2,GDDR5,192,0,12,4.5,0,0,0,14.4,48.0,0,75,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,615,615,0,1181,61% of desktop GTX 660,2800,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GTX 675M,2012-04-01,GF114 (N13E-GS1),40,0,0,PCIe 2.0 x16,0,0,384:64:32,0,0,0,0,2048,96.0,GDDR5,256,0,12,4.5,0,0,0,19.8,39.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,632,1265,0,972,75% of desktop GTX 560Ti,3000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GTX 675MX,2012-10-01,GK104 (N13E-GSR),28,0,0,PCIe 3.0 x16,0,0,960:80:32(5 SMX),0,0,0,0,4096,115.2,GDDR5,256,0,12,4.5,0,0,0,19.2,48.0,0,100,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,667,667,0,1281,61% of desktop GTX 660,3600,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GTX 680M,2012-06-04,GK104 (N13E-GTX),28,0,0,PCIe 3.0 x16,0,0,1344:112:32(7 SMX),0,0,0,0,4096,115.2,GDDR5,256,0,12,4.5,0,0,0,23,80.6,0,100,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,719,719,0,1933,78% of desktop GTX 670,3600,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GTX 680MX,2012-10-23,GK104,28,0,0,PCIe 3.0 x16,0,0,1536:128:32(8 SMX),0,0,0,0,4096,160,GDDR5,256,0,12,4.5,0,0,0,23,92.2,0,122,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,719,719,0,2209,72% of desktop GTX 680,5000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2x GK104,2x 1536,0,0,0,0,0,0,GK104
GeForce GTX 680MX,2012-10-23,GK104,28,0,0,PCIe 3.0 x16,0,0,1536:128:32(8 SMX),0,0,0,0,4096,160,GDDR5,256,0,12,4.5,0,0,0,23,92.2,0,122,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,719,719,0,2209,72% of desktop GTX 680,5000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,4577,190.7,0,0,0,0,2× GK104,0,3072,745,?,No,3.0,0,GK104
GeForce 710M,2013-01-01,GF117,28,0,0,PCIe 2.0 x16,0,0,96:16:4,0,0,0,0,10242048,14.4,DDR3,64,0,12,4.5,0,0,0,3.2,12.8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,800,1600,0,307.2,OEM. About 115% of Mobile 620 & Desktop 530,1800,2.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce 710M,2013-07-24,GK208,28,0,0,PCIe 3.0 x8,0,0,192:16:8,0,0,0,0,1024,14.4,DDR3,64,0,12,4.5,0,0,0,5.752,11.5,0,15,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,719,?,0,276.1,"Kepler, similar to 730M with half of the cores disabled",1800,3.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 720M,2013-04-01,GF117,28,0,0,PCIe 2.0 x16,0,0,96:16:4,0,0,0,0,2048,16.0,DDR3,64,0,12,4.5,0,0,0,3.8,15.0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,938,1876,0,360.19,OEM. About 130% of Mobile 625/630 & Desktop 620,2000,2.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 720M,2013-12-25,GK208,28,0,0,PCIe 2.0 x8,0,0,192:16:8,0,0,0,0,2048,12.8,DDR3,64,0,12,4.5,0,0,0,3.032,12.13,0,22,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,719,719,0,291,"Kepler, similar to 730M with half of the cores disabled",2000,3.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 730M,2013-01-01,GK208,28,0,0,PCIe 3.0 x8,0,0,384:32:8(2 SMX),0,0,0,0,2048,16.0,DDR3,128,0,12,4.5,0,0,0,5.8,23.0,0,33,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,719,719,0,552.2,"Kepler, similar to Desktop GT640",2000,3.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 735M,2013-04-01,GK208,28,0,0,PCIe 3.0 x8,0,0,384:32:8(2 SMX),0,0,0,0,2048,16.0,DDR3,64,0,12,4.5,0,0,0,7.11,28.4,0,?,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,889,889,0,682.8,"Kepler, similar to Desktop GT640",2000,3.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 740M,2013-04-01,GK208,28,0,0,PCIe 3.0 x8,0,0,384:32:8(2 SMX),0,0,0,0,2048,14.4,DDR3,64,0,12,4.5,0,0,0,7.84,31.4,0,?,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,980,980,0,752.6,"Kepler, similar to Desktop GT640.",1800,3.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeForce GT 740M,2013-04-01,GK107,28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,2048,28.880,DDR3GDDR5,128,0,12,4.5,0,0,0,12.96,25.92,0,45,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,810,810,0,622.1,about 76% of Desktop GTX650,18005000,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4x GK107,4x 192,0,0,0,0,0,0,GK107
GeForce GT 740M,2013-04-01,GK107,28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,2048,28.880,DDR3GDDR5,128,0,12,4.5,0,0,0,12.96,25.92,0,45,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,810,810,0,622.1,about 76% of Desktop GTX650,18005000,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4x GK107,4x 384,0,0,0,0,0,0,GK107
GeForce GT 745M,2013-04-01,GK107,28,0,0,PCIe 3.0 x16,0,0,384:32:16(2 SMX),0,0,0,0,2048,3280,DDR3GDDR5,128,0,12,4.5,0,0,0,13.4,26.8,0,45,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,837,837,0,642.8,about 79% of Desktop GTX650,20005000,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,Kepler,0,0,0,PCIe 3.0 x16,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4x GK107,4x 192,0,0,0,0,0,0,GK107
